level_0,index,Radiance,c2_1,c3_1,water_Reflectance_1,c2_2,c3_2,water_Reflectance_2,Mean_water_Reflectance,Standard_deviation_water
468,468,818.0,72.20373000000001,46550880.0,76.8563,72.20373000000001,40987060.0,67.6701,72.26320000000001,6.495624313335862
469,469,819.0,71.11754,45735240.0,76.6624,71.11754,40258000.0,67.4813,72.07185000000001,6.492018068751812
470,470,820.0,70.03433000000001,44910730.0,76.4452,70.03433000000001,39578630.0,67.3697,71.90745,6.4173475926585155
471,471,821.0,68.98454,44131790.0,76.2623,68.98454,38938860.0,67.2881,71.7752,6.345717675724312
472,472,822.0,68.16418,43465790.0,76.0155,68.16418,38242310.0,66.8801,71.4478,6.459703288851589
473,473,823.0,67.3029,42693960.0,75.6208,67.3029,37635730.0,66.6622,71.14150000000001,6.334686809937808
474,474,824.0,66.41026,41951550.0,75.305,66.41026,36945070.0,66.3175,70.81125,6.355122195914104
475,475,825.0,65.55318,41258550.0,75.0293,65.55318,36275130.0,65.967,70.49815000000001,6.408013783146855
476,476,826.0,64.77681,40594120.0,74.7056,64.77681,35689210.0,65.6792,70.19239999999999,6.3826286497022595
477,477,827.0,64.06875,39942570.0,74.3191,64.06875,35134460.0,65.3728,69.84595,6.3259893965292155
478,478,828.0,63.363659999999996,39337880.0,74.0085,63.363659999999996,34580080.0,65.0573,69.5329,6.329454219757024
479,479,829.0,62.802890000000005,38686220.0,73.432,62.802890000000005,34090050.0,64.7082,69.0701,6.168658137715201
480,480,830.0,62.227669999999996,38070940.0,72.9323,62.227669999999996,33554290.0,64.2795,68.60589999999999,6.118453556250958
481,481,831.0,61.71378000000001,37546040.0,72.526,61.71378000000001,33055320.0,63.8515,68.18875,6.133797773402703
482,482,832.0,61.30376,37069400.0,72.0839,61.30376,32586010.0,63.3655,67.7247,6.164839761096798
483,483,833.0,60.92836,36545650.0,71.5033,60.92836,32065880.0,62.7385,67.1209,6.197649515743847
484,484,834.0,60.48129,35994250.0,70.945,60.48129,31663100.0,62.4083,66.67665,6.036358458955197
485,485,835.0,60.100730000000006,35572130.0,70.5571,60.100730000000006,31304260.0,62.0918,66.32445,5.985871034778485
486,486,836.0,59.798930000000006,35138980.0,70.0495,59.798930000000006,30937330.0,61.6737,65.8616,5.922584977862283
487,487,837.0,59.508869999999995,34768070.0,69.6482,59.508869999999995,30552660.0,61.2035,65.42585,5.9713046350860415
488,488,838.0,59.287409999999994,34417840.0,69.2042,59.287409999999994,30182220.0,60.6876,64.9459,6.022145612653349
489,489,839.0,59.150319999999994,34002690.0,68.5276,59.150319999999994,29867790.0,60.1944,64.361,5.892462228983741
490,490,840.0,58.92,33554430.0,67.8887,58.92,29628560.0,59.9457,63.9172,5.616549162964746
491,491,841.0,58.7678,33288700.0,67.5255,58.7678,29322830.0,59.4808,63.50315,5.688461922611413
492,492,842.0,58.633340000000004,32999230.0,67.0918,58.633340000000004,28993520.0,58.9476,63.0197,5.758819047339483
493,493,843.0,58.48364,32674160.0,66.6007,58.48364,28739470.0,58.5807,62.5907,5.670996385116113
494,494,844.0,58.40671,32372190.0,66.0725,58.40671,28509820.0,58.1893,62.130900000000004,5.574264177449793
495,495,845.0,58.423880000000004,32135320.0,65.5695,58.423880000000004,28243490.0,57.6285,61.599000000000004,5.615134949402376
496,496,846.0,58.38782,31923500.0,65.1776,58.38782,28004010.0,57.1753,61.17645,5.658480595089108
497,497,847.0,58.373709999999996,31729910.0,64.798,58.373709999999996,27799960.0,56.7724,60.7852,5.674956183090758
498,498,848.0,58.296580000000006,31501500.0,64.4165,58.296580000000006,27671840.0,56.5854,60.50095,5.537423914149972
499,499,849.0,58.363009999999996,31271980.0,63.8748,58.363009999999996,27507580.0,56.1858,60.0303,5.436944040543364
500,500,850.0,58.45006,31092050.0,63.4124,58.45006,27365690.0,55.8125,59.612449999999995,5.373940826339641
501,501,851.0,58.46515,30912020.0,63.0289,58.46515,27212340.0,55.4853,59.2571,5.334130714558839
502,502,852.0,58.43966999999999,30697990.0,62.6199,58.43966999999999,27008660.0,55.0942,58.85705,5.321473503175601
503,503,853.0,58.449940000000005,30538770.0,62.2842,58.449940000000005,26844550.0,54.7498,58.516999999999996,5.327625332171922
504,504,854.0,58.445130000000006,30445450.0,62.0989,58.445130000000006,26696420.0,54.4521,58.2755,5.407104134377291
505,505,855.0,58.56463000000001,30302320.0,61.6811,58.56463000000001,26607290.0,54.1597,57.9204,5.318432944016498
506,506,856.0,58.567330000000005,30167610.0,61.4038,58.567330000000005,26457270.0,53.8516,57.6277,5.340211832877044
507,507,857.0,58.564769999999996,29980030.0,61.0249,58.564769999999996,26319780.0,53.5743,57.2996,5.268369783908492
508,508,858.0,58.539559999999994,29767190.0,60.6175,58.539559999999994,26179660.0,53.3119,56.9647,5.16583930063644
509,509,859.0,58.4338,29604850.0,60.3961,58.4338,26014680.0,53.0719,56.733999999999995,5.17899148676651
510,510,860.0,58.346169999999994,29503200.0,60.2791,58.346169999999994,25914000.0,52.9459,56.6125,5.185355447797189
511,511,861.0,58.16509,29289410.0,60.0286,58.16509,25721040.0,52.7152,56.3719,5.171354733529693
512,512,862.0,58.05525,29075010.0,59.702,58.05525,25554660.0,52.4734,56.0877,5.1113920784850775
513,513,863.0,57.89354,28871950.0,59.4506,57.89354,25341930.0,52.1818,55.8162,5.139817771088776
514,514,864.0,57.71516999999999,28658860.0,59.1942,57.71516999999999,25159590.0,51.9666,55.5804,5.1106849717038925
515,515,865.0,57.51177,28432710.0,58.9348,57.51177,24999080.0,51.8176,55.3762,5.032620383060899
516,516,866.0,57.251819999999995,28199760.0,58.7174,57.251819999999995,24808550.0,51.6561,55.18675,4.993093113992565
517,517,867.0,56.96723000000001,27941160.0,58.4695,56.96723000000001,24571080.0,51.4173,54.9434,4.98665844228377
518,518,868.0,56.79,27615300.0,57.968,56.79,24318570.0,51.0477,54.507850000000005,4.893391057845268
519,519,869.0,56.461169999999996,27368380.0,57.7842,56.461169999999996,24121420.0,50.9288,54.3565,4.847499827746255
520,520,870.0,56.19311,27193220.0,57.6885,56.19311,23898750.0,50.6994,54.19395,4.9420400043909
521,521,871.0,55.80581,26905410.0,57.4736,55.80581,23617970.0,50.4513,53.962450000000004,4.965515949526289
522,522,872.0,55.44464,26630030.0,57.2564,55.44464,23373840.0,50.2554,53.7559,4.950454575087018
523,523,873.0,55.12305,26318640.0,56.9164,55.12305,23116950.0,49.9926,53.4545,4.895865931579418
524,524,874.0,54.7766,25969130.0,56.5164,54.7766,22816830.0,49.6559,53.08615,4.851106072330306
525,525,875.0,54.36553000000001,25678920.0,56.307,54.36553000000001,22522750.0,49.3863,52.84665,4.893673900557742
526,526,876.0,53.79646999999999,25262370.0,55.9797,53.79646999999999,22178960.0,49.1472,52.56345,4.831307082457088
527,527,877.0,53.46314,24914110.0,55.5521,53.46314,21989880.0,49.032,52.29205,4.610406924014414
528,528,878.0,52.9074,24591410.0,55.4087,52.9074,21584170.0,48.6324,52.02055,4.791567681354406
529,529,879.0,52.458780000000004,24278630.0,55.1716,52.458780000000004,21292670.0,48.3864,51.778999999999996,4.79786093170696
530,530,880.0,51.91196,23971370.0,55.0479,51.91196,21014450.0,48.2573,51.6526,4.801679308325368
531,531,881.0,51.376059999999995,23575570.0,54.7025,51.376059999999995,20702070.0,48.0356,51.36905,4.714210199492593
532,532,882.0,50.87703,23134400.0,54.2061,50.87703,20332330.0,47.64,50.92305,4.6429338359489885
533,533,883.0,50.296620000000004,22747170.0,53.9136,50.296620000000004,19953800.0,47.2936,50.6036,4.6810468914549475
534,534,884.0,49.69063,22360460.0,53.6435,49.69063,19647600.0,47.1348,50.38915,4.602345906708885
535,535,885.0,49.17434,22026590.0,53.3972,49.17434,19264600.0,46.7019,50.049549999999996,4.734292032078289
536,536,886.0,48.58778,21656050.0,53.1328,48.58778,19045130.0,46.7272,49.93000000000001,4.529443197568549
537,537,887.0,48.0261,21254700.0,52.7579,48.0261,18692610.0,46.3984,49.57815,4.496845574955847
538,538,888.0,47.41851,20842410.0,52.3974,47.41851,18278970.0,45.9526,49.175,4.557161783391062
539,539,889.0,46.78392,20439720.0,52.0821,46.78392,17936610.0,45.7044,48.893249999999995,4.509714918373443
540,540,890.0,46.16203,20062570.0,51.8101,46.16203,17589960.0,45.4241,48.6171,4.51558390465729
541,541,891.0,45.52165,19657450.0,51.4773,45.52165,17237270.0,45.1401,48.3087,4.481077093735391
542,542,892.0,44.816,19232410.0,51.158,44.816,16896070.0,44.943,48.0505,4.394668645074395
543,543,893.0,44.1017,18839840.0,50.9249,44.1017,16557610.0,44.7563,47.8406,4.361858890427335
544,544,894.0,43.46949,18458510.0,50.6202,43.46949,16248740.0,44.5599,47.59005,4.285279226024833
545,545,895.0,42.81817,18106100.0,50.4087,42.81817,15894670.0,44.252,47.33035,4.353444319731217
546,546,896.0,42.22,17699960.0,49.9763,42.22,15544090.0,43.8892,46.93275,4.304229687760634
547,547,897.0,41.5133,17359070.0,49.8485,41.5133,15248990.0,43.7891,46.818799999999996,4.2846428299217685
548,548,898.0,40.98689,16960650.0,49.3294,40.98689,14893740.0,43.3177,46.32355,4.250913836459166
549,549,899.0,40.28063,16536730.0,48.9397,40.28063,14559600.0,43.0894,46.01455,4.136786801975662
550,550,900.0,39.59362,16178320.0,48.7107,39.59362,14158340.0,42.6271,45.6689,4.301754814026483
551,551,901.0,38.98744,15793920.0,48.2913,38.98744,13826090.0,42.2757,45.283500000000004,4.253671552905795
552,552,902.0,38.30683,15389340.0,47.8914,38.30683,13530070.0,42.105,44.9982,4.091602678657839
553,553,903.0,37.6211,15033200.0,47.6355,37.6211,13225080.0,41.9061,44.7708,4.051297592130204
554,554,904.0,37.06516,14721010.0,47.346,37.06516,12949490.0,41.6481,44.49705,4.029023728522827
555,555,905.0,36.46979,14402970.0,47.079,36.46979,12662890.0,41.3916,44.235299999999995,4.021599107320372
556,556,906.0,35.8734,14048240.0,46.683,35.8734,12394500.0,41.1875,43.935249999999996,3.8859053160106716
557,557,907.0,35.33,13681820.0,46.1647,35.33,12079590.0,40.7586,43.461650000000006,3.822689969772596
558,558,908.0,34.74,13379830.0,45.9125,34.74,11685330.0,40.0979,43.0052,4.111543089887299
559,559,909.0,34.32526,13058990.0,45.3529,34.32526,11465990.0,39.8208,42.58685,3.9117854242020993
560,560,910.0,33.8127,12749690.0,44.9499,33.8127,11184430.0,39.4312,42.19055,3.9023101933342015
561,561,911.0,33.31776,12495210.0,44.7081,33.31776,10965830.0,39.2359,41.972,3.8694297280090257
562,562,912.0,32.88799,12108160.0,43.8873,32.88799,10685050.0,38.7298,41.30855,3.6469032239696233
563,563,913.0,32.508109999999995,11858190.0,43.4861,32.508109999999995,10408870.0,38.17,40.828050000000005,3.7590503594658045
564,564,914.0,32.13134,11582300.0,42.9702,32.13134,10178380.0,37.7631,40.36665,3.6819757203164696
565,565,915.0,31.74943,11254170.0,42.2561,31.74943,9886831.0,37.1209,39.688500000000005,3.631134742749162
566,566,916.0,31.3731,10959710.0,41.6437,31.3731,9629878.0,36.5923,39.118,3.571879194485727
567,567,917.0,30.997090000000004,10710820.0,41.1927,30.997090000000004,9417170.0,36.2156,38.70415,3.519341160643566
568,568,918.0,30.646659999999997,10467160.0,40.7146,30.646659999999997,9154035.0,35.6081,38.16135,3.6108407781291025
569,569,919.0,30.36345,10140060.0,39.8108,30.36345,8973624.0,35.2307,37.52075,3.2386197685125073
570,570,920.0,30.09093,9898676.0,39.2153,30.09093,8717893.0,34.5372,36.87625,3.3079162330687883
571,571,921.0,29.85122,9694671.0,38.7149,29.85122,8482043.0,33.8726,36.29375,3.42402316653962
572,572,922.0,29.53032,9365629.0,37.8077,29.53032,8238034.0,33.2556,35.53165,3.21882077863928
573,573,923.0,29.25,9093251.0,37.0598,29.25,7985954.0,32.547,34.803399999999996,3.1910314821386554
574,574,924.0,28.95,8816426.0,36.304,28.95,7717519.0,31.7789,34.04145,3.199728895547248
575,575,925.0,28.782009999999996,8590482.0,35.5803,28.782009999999996,7503267.0,31.0771,33.3287,3.1842432570392605
576,576,926.0,28.48248,8290044.0,34.6964,28.48248,7304363.0,30.5713,32.633849999999995,2.916886183072625
577,577,927.0,28.377740000000003,8066267.0,33.8854,28.377740000000003,7027613.0,29.5217,31.70355,3.085601861063736
578,578,928.0,28.13549,7796845.0,33.0346,28.13549,6857832.0,29.0566,31.0456,2.812870775560085
579,579,929.0,27.998520000000003,7551745.0,32.1537,27.998520000000003,6588118.0,28.0502,30.101950000000002,2.9016126765989982
580,580,930.0,27.81662,7249205.0,31.0661,27.81662,6407069.0,27.4585,29.2623,2.5509584238085874
581,581,931.0,27.59484,7045800.0,30.4384,27.59484,6109068.0,26.3902,28.4143,2.8625096715993825
582,582,932.0,27.384220000000003,6775827.0,29.4958,27.384220000000003,5889261.0,25.6376,27.566699999999997,2.7281593831739377
583,583,933.0,27.2332,6499823.0,28.4527,27.2332,5684230.0,24.8823,26.6675,2.524654051548449
584,584,934.0,26.99839,6239051.0,27.5473,26.99839,5440217.0,24.0202,25.783749999999998,2.494036327923072
585,585,935.0,26.806990000000003,5982536.0,26.6049,26.806990000000003,5203961.0,23.1423,24.8736,2.448427940536541
586,586,936.0,26.62398,5718409.0,25.604,26.62398,4987932.0,22.3335,23.96875,2.3125927278706024
587,587,937.0,26.3925,5392826.0,24.3575,26.3925,4761583.0,21.5068,22.93215,2.0157493011284933
588,588,938.0,26.24682,5121101.0,23.2607,26.24682,4523794.0,20.5472,21.903950000000002,1.9187342507496965
589,589,939.0,26.036479999999997,4884780.0,22.3633,26.036479999999997,4306006.0,19.7147,21.039,1.8728430206506885
590,590,940.0,25.73104,4661887.0,21.5992,25.73104,4085926.0,18.9297,20.26445,1.8876215523774882
591,591,941.0,25.48249,4484626.0,20.9788,25.48249,3837966.0,17.9539,19.46635,2.138927302411187
592,592,942.0,25.284329999999997,4215318.0,19.8746,25.284329999999997,3628916.0,17.1102,18.4924,1.9547259859120933
593,593,943.0,25.10209,3961176.0,18.8113,25.10209,3472488.0,16.4904,17.65085,1.6411241284558569
594,594,944.0,24.875529999999998,3720658.0,17.8303,24.875529999999998,3262975.0,15.6369,16.733600000000003,1.5509680138545736
595,595,945.0,24.66281,3499582.0,16.9158,24.66281,3056291.0,14.7727,15.84425,1.5154005427608903
596,596,946.0,24.40059,3292910.0,16.0866,24.40059,2889894.0,14.119,15.1028,1.3913033026626516
597,597,947.0,24.12523,3101169.0,15.3246,24.12523,2723199.0,13.4556,14.3901,1.3215825740376572
598,598,948.0,23.93948,2933000.0,14.6045,23.93948,2515635.0,12.5276,13.56605,1.4685900738463407
599,599,949.0,23.75253,2697082.0,13.5369,23.75253,2425308.0,12.1722,12.85455,0.9649886242852808
600,600,950.0,23.56488,2514727.0,12.7203,23.56488,2249026.0,11.3766,12.048449999999999,0.950139381880364
601,601,951.0,23.30451,2307598.0,11.805,23.30451,2048416.0,10.4785,11.14175,0.9379771452439548
602,602,952.0,23.11563,2147272.0,11.0732,23.11563,1867587.0,9.6314,10.3523,1.0195065571147646
603,603,953.0,22.88593,1911065.0,9.9543,22.88593,1722554.0,8.9724,9.46335,0.6943081484470707
604,604,954.0,22.67616,1798990.0,9.4583,22.67616,1611758.0,8.4735,8.9659,0.6963587581125119
605,605,955.0,22.51481,1689404.0,8.9439,22.51481,1519816.0,8.0474,8.49565,0.6339212293337396
606,606,956.0,22.22985,1558942.0,8.3602,22.22985,1434189.0,7.6904,8.025300000000001,0.4736201220387498
607,607,957.0,22.03712,1464117.0,7.9206,22.03712,1275947.0,6.9021,7.4113500000000005,0.720188256638499
608,608,958.0,21.87145,1336413.0,7.2832,21.87145,1182503.0,6.4464,6.8648,0.5917069544969031
609,609,959.0,21.64795,1215797.0,6.6958,21.64795,1106794.0,6.0935,6.39465,0.4258904143086579
610,610,960.0,21.41542,1130539.0,6.2923,21.41542,983505.5,5.4752,5.88375,0.5777769509075279
611,611,961.0,21.18313,1058013.0,5.9548,21.18313,969408.5,5.4559,5.705349999999999,0.3527755731339685
612,612,962.0,20.920279999999998,1019856.0,5.8113,20.920279999999998,950650.3,5.4176,5.61445,0.27838793975314374
613,613,963.0,20.65513,925107.3,5.3384,20.65513,818956.6,4.7252,5.0318000000000005,0.4335978782235909
614,614,964.0,20.42275,894940.8,5.225,20.42275,711466.5,4.1533,4.68915,0.7578063373976229
615,615,965.0,20.182170000000003,859599.8,5.0772,20.182170000000003,707998.4,4.1827,4.62995,0.6325070157713673
616,616,966.0,19.92478,743386.0,4.4468,19.92478,659655.1,3.9462,4.1965,0.35397765466198533
617,617,967.0,19.60797,713266.2,4.338,19.60797,617138.0,3.7526,4.0453,0.41394030970660484
618,618,968.0,19.30835,598053.3,3.6909,19.30835,533113.2,3.2906,3.4907500000000002,0.28305484450897506
619,619,969.0,19.01166,618109.2,3.8774,19.01166,537004.8,3.3682,3.6228,0.36005877298019023
620,620,970.0,18.56777,544836.8,3.4974,18.56777,485156.4,3.1146,3.306,0.2706804758382104
621,621,971.0,18.320870000000003,497571.3,3.2375,18.320870000000003,412401.6,2.6827,2.9600999999999997,0.3923028422022964
622,622,972.0,17.9,486539.2,3.2402,17.9,469762.0,3.1285,3.1843500000000002,0.0789838274585376
623,623,973.0,17.51,478150.6,3.2553,17.51,402653.2,2.7413,2.9983,0.3634528855298856
624,624,974.0,17.099220000000003,458765.2,3.1983,17.099220000000003,360936.3,2.517,2.85765,0.481751850022395
625,625,975.0,16.68553,422087.6,3.0152,16.68553,379369.3,2.7091,2.8621499999999997,0.2164453857212024
626,626,976.0,16.21777,370550.9,2.7256,16.21777,284871.8,2.0964,2.411,0.4449115867225757
627,627,977.0,15.766079999999999,380877.1,2.8774,15.766079999999999,312557.1,2.3615,2.61945,0.36479638841414
628,628,978.0,15.367420000000001,335896.3,2.6054,15.367420000000001,286651.6,2.2226,2.4139999999999997,0.2706804758382104
629,629,979.0,14.9957,325142.8,2.6037,14.9957,281454.4,2.2588,2.43125,0.24388112883124022
630,630,980.0,14.55724,280505.8,2.3703,14.55724,249253.6,2.1159,2.2431,0.17988796513385766
631,631,981.0,14.147,254743.6,2.2621,14.147,227285.1,2.026,2.14405,0.16694791103814416
632,632,982.0,13.734470000000002,227352.7,2.1432,13.734470000000002,204507.5,1.9323,2.03775,0.1491288201522431
633,633,983.0,13.32194,199961.9,2.0243,13.32194,181729.8,1.8386,1.9314500000000001,0.13130972926634202
634,634,984.0,12.909410000000001,172571.0,1.9054,12.909410000000001,158952.2,1.7448,1.8251,0.11356134905855958
635,635,985.0,12.49688,145180.2,1.7865,12.49688,136174.6,1.6511,1.7187999999999999,0.09574225817265851
636,636,986.0,12.08435,117789.3,1.6676,12.08435,113397.0,1.5574,1.6124999999999998,0.07792316728675759
637,637,987.0,11.231760000000001,10023.04,1.4594,11.231760000000001,30485.07,1.4224,1.4409,0.026162950903902204
638,638,988.0,10.387310000000001,1e-10,1.2688,10.387310000000001,1e-10,1.3077,1.2882500000000001,0.02750645378815681
639,639,989.0,9.674159,1e-10,1.1226,9.674159,1e-10,1.2272,1.1749,0.07396336931211289
640,640,990.0,9.092305,1e-10,1.0207,9.092305,1e-10,1.1807,1.1007,0.1131370849898477
641,641,991.0,8.641748,1e-10,0.9632,8.641748,1e-10,1.1683,1.06575,0.14502760082136085
642,642,992.0,8.322488,1e-10,0.95,8.322488,1e-10,1.19,1.0699999999999998,0.16970562748477142
643,643,993.0,8.134524,1e-10,0.9811,8.134524,1e-10,1.2458,1.11345,0.18717116498007916
644,644,994.0,8.077857,1e-10,1.0566,8.077857,1e-10,1.3357,1.19615,0.1973535026291655
645,645,995.0,8.152486,1e-10,1.1764,8.152486,1e-10,1.4597,1.31805,0.20032335111014898
646,646,996.0,8.358413,1e-10,1.3406,8.358413,1e-10,1.6178,1.4792,0.1960099997449109
647,647,997.0,8.695636,1e-10,1.5491,8.695636,1e-10,1.81,1.6795499999999999,0.18448415921157033
648,648,998.0,9.164155000000001,1e-10,1.802,9.164155000000001,1e-10,2.0362,1.9191,0.1656044081538894
649,649,999.0,9.763972,1e-10,2.0992,9.763972,1e-10,2.2966,2.1979,0.1395828786062245
650,650,1000.0,10.49508,1e-10,2.4407,10.49508,1e-10,2.591,2.5158500000000004,0.10627814921233816
651,651,1001.0,11.02541,1e-10,2.6477,11.02541,1e-10,2.7512,2.6994499999999997,0.07318555185280762
652,652,1002.0,11.5254,1e-10,2.8369,11.5254,1e-10,2.8944,2.86565,0.04065863991822656
653,653,1003.0,12.02538,1e-10,3.0262,12.02538,1e-10,3.0376,3.0319,0.008061017305526696
654,654,1004.0,12.525360000000001,1e-10,3.2155,12.525360000000001,10777.04,3.1808,3.19815,0.024536605307173165
655,655,1005.0,13.02535,1e-10,3.4048,13.02535,67542.29,3.324,3.3644,0.05713422791987303
656,656,1006.0,13.525329999999999,45989.69,3.594,13.525329999999999,124307.5,3.4672,3.5305999999999997,0.08966113985445409
657,657,1007.0,14.02532,117154.9,3.7833,14.02532,181072.8,3.6104,3.69685,0.12225876246715427
658,658,1008.0,14.5253,188320.0,3.9726,14.5253,237838.1,3.7536,3.8631,0.1548563850798538
659,659,1009.0,15.025279999999999,259485.2,4.1619,15.025279999999999,294603.3,3.8969,4.0294,0.18738329701443518
660,660,1010.0,15.52527,330650.4,4.3511,15.52527,351368.6,4.0401,4.1956,0.21991020894901622
661,661,1011.0,16.02525,401815.6,4.5404,16.02525,408133.8,4.1833,4.3618500000000004,0.2525078315617161
662,662,1012.0,16.52523,472980.7,4.7297,16.52523,464899.1,4.3265,4.5281,0.28510545417441596
663,663,1013.0,17.02522,544145.9,4.919,17.02522,521664.3,4.4697,4.69435,0.3177030767871158
664,664,1014.0,17.5252,615311.1,5.1083,17.5252,578429.6,4.6129,4.8606,0.3503006993998157
665,665,1015.0,18.02519,686476.2,5.2975,18.02519,635194.8,4.7561,5.0268,0.3828276113343971
666,666,1016.0,18.525170000000003,757641.4,5.4868,18.525170000000003,691960.1,4.8993,5.1930499999999995,0.4154252339470963
667,667,1017.0,19.02515,828806.6,5.6761,19.02515,748725.3,5.0425,5.3593,0.4480228565597962
668,668,1018.0,19.52515,899980.8,5.8654,19.52515,805492.7,5.1857,5.52555,0.4806204791724967
669,669,1019.0,20.02637,971944.4,6.0566,20.02637,862443.7,5.3281,5.69235,0.5151272900944002
670,670,1020.0,20.52804,1044194.0,6.2485,20.52804,919461.3,5.4703,5.8594,0.5502704971193713
671,671,1021.0,21.027929999999998,1115300.0,6.4377,21.027929999999998,976212.7,5.6135,6.025600000000001,0.5827974090539526
672,672,1022.0,21.52375,1183772.0,6.6203,21.52375,1032342.0,5.7592,6.18975,0.6088896492797363
673,673,1023.0,22.01247,1247526.0,6.7899,22.01247,1087140.0,5.9071,6.3485,0.6242338664314845
674,674,1024.0,22.49762,1308948.0,6.9534,22.49762,1141345.0,6.0568,6.5051000000000005,0.6339919400118587
675,675,1025.0,22.98486,1371931.0,7.123,22.98486,1196239.0,6.2081,6.66555,0.6469319941075725
676,676,1026.0,23.4798,1440339.0,7.3108,23.4798,1253121.0,6.3611,6.83595,0.6715393100928642
677,677,1027.0,23.98345,1515339.0,7.5251,23.98345,1313030.0,6.5222,7.02365,0.7091573908519887
678,678,1028.0,24.4923,1594110.0,7.753,24.4923,1374473.0,6.686,7.2195,0.7544829355260463
679,679,1029.0,25.00306,1673604.0,7.9774,25.00306,1435310.0,6.8417,7.40955,0.803061171393562
680,680,1030.0,25.51258,1750925.0,8.1817,25.51258,1493242.0,6.9779,7.5798,0.8512151431923655
681,681,1031.0,26.02114,1826491.0,8.3684,26.02114,1545696.0,7.084,7.7261999999999995,0.9082079497560015
682,682,1032.0,26.53025,1901549.0,8.5446,26.53025,1596546.0,7.1773,7.860950000000001,0.9668271019163672
683,683,1033.0,27.04095,1976825.0,8.7146,27.04095,1651157.0,7.281,7.9978,1.0137082815090355
684,684,1034.0,27.554579999999998,2053130.0,8.8826,27.554579999999998,1714951.0,7.4185,8.150549999999999,1.0352750383352245
685,685,1035.0,28.07433,2131635.0,9.0509,28.07433,1790638.0,7.6,8.32545,1.0259412288235623
686,686,1036.0,28.596120000000003,2210636.0,9.2144,28.596120000000003,1872200.0,7.8009,8.50765,0.9994954352071843
687,687,1037.0,29.11386,2287716.0,9.3664,29.11386,1952254.0,7.992,8.6792,0.9718475600627913
688,688,1038.0,29.62252,2360133.0,9.4987,29.62252,2023824.0,8.1454,8.82205,0.9569276069797541
689,689,1039.0,30.12677,2425342.0,9.5995,30.12677,2087238.0,8.2614,8.93045,0.9461795839057198
690,690,1040.0,30.625009999999996,2488388.0,9.689,30.625009999999996,2147331.0,8.3607,9.02485,0.9392499374500914
691,691,1041.0,31.11337,2555565.0,9.7928,31.11337,2208741.0,8.4633,9.12805,0.9400984655875145
692,692,1042.0,31.588790000000003,2632864.0,9.9351,31.588790000000003,2275676.0,8.5877,9.2614,0.9527556769707545
693,693,1043.0,32.05512,2720262.0,10.1144,32.05512,2346900.0,8.7273,9.42085,0.9808278161838602
694,694,1044.0,32.50978,2813159.0,10.3139,32.50978,2420628.0,8.8757,9.5948,1.0169609727024929
695,695,1045.0,32.94825,2906972.0,10.5172,32.94825,2495691.0,9.0295,9.77335,1.0519627583712268
696,696,1046.0,33.36482,2998139.0,10.7123,33.36482,2571430.0,9.1875,9.9499,1.0781964199532483
697,697,1047.0,33.7549,3089443.0,10.9108,33.7549,2649375.0,9.3563,10.13355,1.0991974913544889
698,698,1048.0,34.130720000000004,3180491.0,11.1084,34.130720000000004,2728012.0,9.5278,10.3181,1.1176529783434572
699,699,1049.0,34.50651,3270013.0,11.2967,34.50651,2805283.0,9.6912,10.49395,1.1352599371950016
700,700,1050.0,34.891659999999995,3356922.0,11.4694,34.891659999999995,2879224.0,9.8374,10.653400000000001,1.1539982668964455
701,701,1051.0,35.276579999999996,3441598.0,11.6304,35.276579999999996,2950021.0,9.9696,10.8,1.174362942194618
702,702,1052.0,35.66411,3524877.0,11.7821,35.66411,3019899.0,10.0947,10.9384,1.1931719825741804
703,703,1053.0,36.05895,3607564.0,11.9263,36.05895,3091156.0,10.2193,11.0728,1.2070312754854358
704,704,1054.0,36.46947,3690891.0,12.0646,36.46947,3166762.0,10.351,11.2078,1.2116981802412674
705,705,1055.0,36.9028,3775670.0,12.1964,36.9028,3247993.0,10.4909,11.34365,1.2059706153136573
706,706,1056.0,37.3365,3858911.0,12.3201,37.3365,3328829.0,10.6269,11.4735,1.197273201905063
707,707,1057.0,37.745709999999995,3937327.0,12.4346,37.745709999999995,3402717.0,10.746,11.5903,1.1940205107116038
708,708,1058.0,38.11189,4007427.0,12.5355,38.11189,3463737.0,10.8352,11.68535,1.202293660051487
709,709,1059.0,38.44612,4069541.0,12.6195,38.44612,3513675.0,10.8964,11.757950000000001,1.2184156946625404
710,710,1060.0,38.76079,4128947.0,12.6994,38.76079,3559379.0,10.948,11.8237,1.2384268165701195
711,711,1061.0,39.067679999999996,4191088.0,12.7886,39.067679999999996,3607789.0,11.0088,11.898700000000002,1.258508649155817
712,712,1062.0,39.37362,4260749.0,12.8997,39.37362,3663924.0,11.0928,11.99625,1.2776712429259718
713,713,1063.0,39.67111,4336233.0,13.0293,39.67111,3724481.0,11.1914,12.11035,1.2995915531427553
714,714,1064.0,39.96076,4412173.0,13.1615,39.96076,3786456.0,11.2953,12.2284,1.3196026750503358
715,715,1065.0,40.24398,4483161.0,13.2797,40.24398,3847049.0,11.3955,12.3376,1.3323305971116928
716,716,1066.0,40.52675,4545743.0,13.3717,40.52675,3906041.0,11.4896,12.43065,1.330845672871202
717,717,1067.0,40.81054,4602696.0,13.4451,40.81054,3965547.0,11.5832,12.51415,1.316562115891233
